title,skills_list
Data Analyst III,"['power_bi', 'python', 'sql']"
"Data Scientist, Principal","['scikit-learn', 'azure', 'julia', 'sas', 'pytorch', 'spark', 'sql', 'git', 'r', 'python', 'tensorflow']"
Sr. Data Analyst / Medical Coder (Medical Policies/Regulations) ...,"['excel', 'sql']"
Data Scientist,"['python', 'tensorflow', 'keras', 'pytorch']"
Data Analyst II - Now Hiring,"['excel', 'sql']"
Junior-Data-Scientist,"['gdpr', 'tableau', 'matplotlib', 'git', 'r', 'aws', 'python', 'sql', 'azure']"
Junior Data Analyst for coding transcripts in ATLAS.ti - Contract...,['excel']
Big Data Engineer - Now Hiring,"['postgres', 'r', 'aws', 'python', 'mongodb', 'snowflake', 'sql', 'azure', 'nosql']"
Senior Master Data Management (MDM) Analyst - Fully remote. Job in...,['sql']
Business Intelligence Specialist,"['power_bi', 'python', 'snowflake', 'sql']"
Business Intelligence Analyst,['sql']
Alteryx Marketing Data Analyst (Remote Contract),"['tableau', 'alteryx']"
Data Analyst III (Healthcare Analytics/UM/Appeals),"['power_bi', 'python']"
Pathways Recent Graduate (Data Scientist) 12-Month Roster,"['c', 'java', 'go', 'sql', 'r', 'python']"
Senior Analytics Engineer,"['sql', 'python', 'alteryx']"
Customer Master Analyst,['word']
Statistical Data Analyst,"['powerpoint', 'qlik', 'power_bi', 'python', 'sql', 'nosql']"
Data Scientist (Strong experience using R for complex data...,"['r', 'python']"
Survey Data Research Analyst,['tableau']
Data Analyst (Power Apps Platform),"['excel', 'tableau', 'power_bi']"
HR Data Analyst,"['word', 'excel', 'outlook']"
Data Scientist,"['github', 'azure']"
Product Data Analyst,"['gdpr', 'postgres', 'mysql', 'r', 'python']"
Senior IT Data Professional,['sql']
Data Analyst I,"['power_bi', 'tableau', 'aws', 'azure', 'power_bi', 'sql', 'python']"
Business Analyst with Data Requirements,"['power_bi', 'tableau', 'sap', 'pl/sql', 'azure']"
Analytics Engineer,"['pyspark', 'c', 'java', 'c++', 'node.js', 'go', 'sql', 'r', 'python', 'scala']"
"(USA) Principal, Data Analyst","['power_bi', 'tableau', 'excel', 'looker', 'sas', 'power_bi', 'spark', 'sql', 'nosql', 'r', 'python', 'scala']"
PowerBI Data Analyst,"['jira', 'power_bi', 'power_bi', 'atlassian']"
Manager Data Management,['gcp']
IT Advisor - Tech Cons - Data and Analytics - Data Engineer ...,"['c', 'azure', 'sql', 'nosql', 'r', 'mongodb']"
Data Analyst I - Remote | WFH,"['qlik', 'tableau', 'power_bi', 'looker', 'cognos', 'snowflake', 'sql']"
Data Analyst,"['excel', 'sap', 'power_bi', 'terminal', 'sql', 'alteryx']"
Build responsive excel dashboards,['excel']
Sr. Business Data Analyst,"['powerpoint', 'word', 'excel', 'power_bi', 'go']"
Senior SQL Data Analyst,['sql']
Lead Data Analyst,"['postgres', 'jira', 'atlassian', 'sql']"
Project Analyst,"['excel', 'sap', 'spreadsheet']"
Data Analyst,"['power_bi', 'tableau', 'excel', 'ssrs', 'sql', 'python', 'vba', 'alteryx']"
Systems Test Engineer - Test Data Analyst,"['jira', 'linux']"
Senior Payer Analytics Consultant,"['visual_basic', 'powerpoint', 'excel', 'outlook', 'word']"
"Data Analyst (Mountain View, CA-Onsite)","['snowflake', 'looker']"
Data & Analytics Senior Analyst (Hybrid),"['tableau', 'c']"
Data programmer and analyst,"['sas', 'r']"
"Senior Analyst, Data Science","['snowflake', 'sql', 'spss', 'python']"
"Data Analyst, IR - Now Hiring","['power_bi', 'excel', 'cognos', 'sql', 'spss', 'r', 'python']"
Supply Chain Researcher and Data Analyst,"['powerpoint', 'excel']"
Technical Data Analyst - W2/1099 - (No OPT/ CPT/H1B),"['redshift', 'r', 'aws', 'python', 'sql', 'nosql']"
Data Analyst - TikTok LIVE - London,"['tableau', 'power_bi', 'looker', 'python', 'sql']"
Data Analyst,"['tableau', 'looker', 'sql', 'python']"
Training Data Management Analyst,"['postgres', 'java', 'excel', 'sql']"
Financial Data Analyst II,['sql']
Principal Data Analyst,"['aws', 'sap', 'snowflake', 'hadoop', 'sql']"
Online Data Analyst – German Language​/Work from Home,['go']
Data analyst,"['excel', 'tableau', 'sql', 'azure']"
Business Analyst,"['power_bi', 'tableau', 'jira', 'sql']"
Bioinformatics pipeline to analyze DNA methylation data,['python']
Data Programmer Analyst,"['crystal', 'ssrs', 'sql']"
SAP Data Analyst,['sap']
Data Scientist,"['gcp', 'docker', 'git', 'r', 'aws', 'python', 'tensorflow', 'azure', 'pytorch']"
Senior Financial Data Analyst,"['power_bi', 'tableau', 'azure', 'powerpoint', 'excel', 'sql']"
"Senior Data Analyst, Business Optimization","['tableau', 'powerpoint', 'excel', 'sql', 'swift', 'microstrategy']"
Data Analyst,"['sql', 'r', 'python']"
Data and Reporting Analyst (Entry-level),"['excel', 'python', 'sql']"
Analyst - Technology Operations BI / Reporting,"['excel', 'atlassian', 'power_bi', 'sql', 'r', 'python']"
Business Analyst,"['power_bi', 'tableau', 'python', 'mongodb', 'sql', 'nosql']"
Data Analyst IV,"['excel', 'sql']"
Data Analyst,"['excel', 'sql']"
GIS Analyst for Agri-Tech Business - Contract to Hire,"['r', 'python']"
Data Analyst,"['mysql', 'r', 'python', 'postgresql', 'sas', 'snowflake', 'sql', 'spss']"
Data Analyst  Training & Internship Program,"['excel', 'tableau', 'python']"
Data Analyst Qlik,"['qlik', 'sql']"
Data Analyst || 12+ CANDIDATES ONLY || REMOTE,"['no-sql', 'hadoop', 'word', 'jira', 'redshift', 'excel', 'power_bi', 'mongo', 'aws', 'python', 'snowflake', 'sql']"
Data Analyst,"['t-sql', 'word', 'excel', 'aws', 'ssis', 'sql', 'azure']"
Business Analyst - Data Engineering,"['power_bi', 'tableau', 'sap', 'snowflake', 'sql', 'git']"
Senior Data Analyst- Enterprise Architecture,"['power_bi', 'ssrs', 'sql']"
Data Analyst,"['word', 'excel', 'tableau', 'power_bi', 'python', 'sql']"
"Senior Data Analyst, Business Optimization","['tableau', 'powerpoint', 'excel', 'sql', 'swift', 'microstrategy']"
Senior Data Analyst,"['github', 'sharepoint', 'azure', 'sql', 'word', 'gitlab', 'python', 'shell', 'linux']"
Data Analyst for Credit Team,"['r', 'python', 'snowflake', 'sql']"
"Senior Data Analyst, Client Analytics","['tableau', 'excel', 'sql']"
Leading Data Analyst to Drive Business Decisions,"['java', 'c++', 'tableau', 'power_bi', 'r', 'python', 'sql', 'scala']"
Electronic Data Interchange Analyst,['sql']
REMOTE- Lead Security Data Analyst,"['power_bi', 'python', 'sql', 'azure']"
Data Analyst - Employee Listening,['excel']
Senior Data Analyst - Firm Analytics,"['snowflake', 'sql']"
GIS Analyst,"['html', 'tableau', 'r', 'python', 'julia', 'css', 'javascript', 'sharepoint', 'sql']"
Data Scientist,"['c', 'javascript', 'java', 'c++', 'hadoop', 'terminal', 'spark', 'mysql', 'redshift', 'r', 'python']"
Data Analyst I,"['word', 'excel', 'spreadsheet']"
Sales Data Analyst,"['tableau', 'visual_basic', 'sql']"
Senior Data Analyst,['c']
Senior Data Analyst,['word']
Data Analyst III,"['excel', 'sql']"
Data Analyst - Secret clearance - Remote,"['t-sql', 'pl/sql', 'sql']"
Data Analyst Specialist,"['excel', 'power_bi']"
"Data Operations Analyst, Enterprise Shape Management","['excel', 'sql', 'r', 'python']"
HEDIS Data/Quality Analyst,"['power_bi', 'tableau', 'sql']"
Marketing Data Analyst,['go']
"Senior Specialist, Master Planning Data Analyst","['excel', 'sap']"
Data Developer,"['redshift', 'tableau', 'alteryx']"
Jr. Operations Analyst- LMS Team,"['excel', 'sql', 'r', 'python', 'vba']"
Principal Data Scientist AI/ML- Remote,"['redshift', 'python', 'scala', 'spark', 'snowflake']"
Enterprise Data Analyst,"['tableau', 'power_bi', 'sql', 'python']"
Data Scientist,"['gitlab', 'airflow', 'docker', 'r', 'python', 'c', 'snowflake', 'sql']"
Senior Data Analyst,"['github', 'sharepoint', 'azure', 'sql', 'word', 'gitlab', 'python', 'shell', 'linux']"
SSRS report parameter not pulling expected results,"['ssrs', 'sql']"
Snowflake Date Generator (urgent),['snowflake']
Data Analyst IV,"['power_bi', 'python']"
Data Analyst,"['power_bi', 'tableau', 'r', 'python', 'sql']"
Senior Data Analyst (Remote),"['airflow', 'sql', 'redshift', 'gitlab']"
Business Data and Reporting Analyst,"['c', 'excel', 'vba']"
Senior Marketing Data Analyst,"['powerpoint', 'excel']"
Big Data Statistician,"['c++', 'python']"
"Claim Business Analyst (Portland, ME)","['powerpoint', 'excel', 'word', 'visio']"
Data & Analytics Manager,"['python', 'sql']"
Principal Data Analyst - Investigative Risk and Operational...,"['power_bi', 'tableau', 'spark', 'sql', 'r', 'python', 'scala']"
"Manager, Data Analytics Engineer","['power_bi', 'tableau', 'snowflake', 'sql', 'mysql', 'git', 'python']"
Claims Data / Configuration Analyst ( W-2 Only ),['sql']
Senior Data Analyst,"['java', 'excel', 'python', 'spark', 'sql']"
Experienced Data Governance Analyst,"['powerpoint', 'word', 'excel', 'outlook', 'sql', 'spreadsheet']"
Operations Data Analyst and Modeler,"['powerpoint', 'excel', 'power_bi', 'tableau', 'python', 'sql']"
IT Data Analyst Intern,['sql']
Market Research Data Analyst,"['excel', 'power_bi', 'tableau', 'r', 'sas', 'snowflake', 'sql', 'spreadsheet']"
"Looking for Data Scientist - Santa Clara, CA, USA (Remote) - Contract","['bigquery', 'gcp', 'python', 'spark', 'sql', 'pytorch']"
Data Modeler - Contract to Hire,"['mysql', 'sql']"
145566: Streaming Data Analyst,"['tableau', 'power_bi', 'snowflake', 'sql']"
Azure Data Consultant,['azure']
REMOTE - Encounters Data Analyst III - R6033,"['excel', 'power_bi', 'sas', 'sql']"
Supply Chain Data Analyst,"['power_bi', 'excel', 'sap', 'python']"
EHR Data Analyst- Social services,"['tableau', 'excel', 'power_bi']"
"Data Analyst, Health Finance",['tableau']
IAM Data Analyst - Remote,"['excel', 'sql']"
Actuarial Data Analyst at Allianz SE Reinsurance Munich or Dublin,"['excel', 'vba', 'sas', 'sql']"
Associate/Mid Level/Senior Analytics Implemented Solutions Analyst,"['excel', 'sas', 'sql', 'r', 'python']"
"Operations Data Analyst Intern – TOCA USA – Dallas, TX",['tableau']
Data Analyst IV (Healthcare Analytics),"['excel', 'power_bi', 'python', 'sql']"
Senior Data Analyst Needed - Contract to Hire,"['excel', 'sql']"
"Financial Data Analyst, Investments",['excel']
[REMOTE] Data Analyst,['excel']
GME Business Intelligence Analyst II WFH,"['tableau', 'power_bi', 'microstrategy', 'sql']"
Data Analyst - Now Hiring,"['pyspark', 'plotly', 'tableau', 'power_bi', 'python', 'sql']"
We Work Remotely – Online Data Analyst – USA,['go']
Guest Data Analyst,"['power_bi', 'sql', 'spss', 'r', 'python']"
Data Analyst,"['excel', 'power_bi', 'tableau', 'vba']"
We Need Senior Data Analyst - Contract to Hire,"['redshift', 'python', 'sql']"
Marketing Data Analyst II,"['power_bi', 'excel', 'sql', 'r', 'python']"
Senior Data Analyst,"['excel', 'tableau', 'snowflake', 'sql']"
Data Scientist,"['aws', 'sql', 'docker', 'python']"
"Data Analyst, Revenue","['tableau', 'excel', 'power_bi', 'sql', 'r']"
"Associate Data Conversion Analyst (Work From Home - FL, GA, MI...","['t-sql', 'r']"
Senior Biostatistician /Data Analyst *Remote* (Medical...,"['sas', 'sap', 'sql', 'r']"
Data Analyst Specialist II,"['powerpoint', 'matlab', 'word', 'excel', 'python', 'linux']"
Sales Operations Data Analyst,"['power_bi', 'tableau', 'postgres', 'spreadsheet', 'sql', 'nosql', 'mysql', 'python']"
2023 Graduate - Algorithm Developer/Data Analyst - Oceanic...,"['matlab', 'fortran', 'r', 'python', 'apl']"
Business Intelligence Analyst,"['power_bi', 'powerpoint', 'excel', 'sas', 'sql', 'spss', 'word', 'r']"
Senior Healthcare Data Scientist,"['powerpoint', 'word', 'excel', 'sas', 'sql', 'spss']"
(USA) Senior Data Analyst - Transportation Continuous Improvement,"['tableau', 'power_bi', 'power_bi', 'r', 'python', 'scala', 'spark', 'sql']"
Production Data Analyst,"['sap', 'sql', 'r', 'python', 'alteryx']"
Data Analyst III,"['power_bi', 'python']"
Data Analytics Senior Manager,"['power_bi', 'tableau', 'aws', 'azure', 'looker', 'sql', 'r', 'python']"
Data Science & ML Coding Trainer,"['java', 'c++', 'typescript', 'python', 'javascript']"
"SQL Report Writer Data Analyst, Office of Institutional...","['power_bi', 'excel', 'cognos', 'sql', 'word']"
Transportation Data Analyst,"['excel', 'sap']"
Business Data Analyst: - Contract to Hire,"['power_bi', 'tableau', 'sql']"
Senior Marketo Campaign Analyst V,['excel']
AWS Data Engineer,"['aws', 'python', 'snowflake', 'sql']"
Tableau Pro for Onsite Project in Dubai,"['tableau', 'sql']"
Sr. Data Analyst,"['hadoop', 'mongo', 'r', 'python', 'spark', 'sas']"
10101 - Healthcare Equity Data Analyst,"['c', 'powerpoint', 'excel', 'sas', 'sql', 'spss', 'word', 'r', 'python']"
Billing Data Analyst,"['excel', 'ssis', 'ssrs', 'sql']"
Data Analyst - Contract to Hire,['excel']
"HIM Clinical Data Analyst, Remote, Health Information Management...","['word', 'excel']"
"Sr. Data Analyst, Data Analytics","['java', 'mssql', 'vba', 'c', 'sql']"
"Analyst - New Grads (Data Analyst, SQL Client Consulting...","['powerpoint', 'excel', 'sql', 'word']"
Data Analyst II - Hybrid,['excel']
"Senior Analyst, HR Data Quality","['excel', 'go']"
Data Analyst - Python / Sql / Health It,"['pandas', 'power_bi', 'tableau', 'excel', 'sql', 'python']"
"Manager, Advanced Analytics","['power_bi', 'tableau', 'power_bi', 'looker', 'r', 'python', 'sql', 'alteryx']"
Product Manager - Advanced Analytics,"['jira', 'excel', 'gcp', 'aws', 'azure']"
Data Analyst I,['excel']
Commercial & Sales Data Analyst,"['tableau', 'powerpoint', 'excel', 'power_bi', 'sql', 'qlik']"
Finance Data Analyst,"['tableau', 'aws', 'excel', 'looker', 'power_bi', 'sql', 'redshift']"
Data Analyst with BA - Full Time,['sql']
Data Analyst,"['snowflake', 'sql', 'jira']"
Marketing Analyst,"['powerpoint', 'excel', 'sas', 'sql']"
Implementation Analyst,"['r', 'python', 'sas', 'sql']"
Data Analyst,"['aws', 'sql', 'azure']"
Data Analyst,"['azure', 'sql']"
Associate Data Conversion Analyst,"['t-sql', 'r']"
Data & Web Analytics Manager,"['tableau', 'looker', 'sql']"
Data Analyst II - Now Hiring,"['excel', 'sql']"
Data Analyst,"['powerpoint', 'word', 'excel', 'power_bi', 'sql', 'dax']"
Real estate analyst,"['powerpoint', 'excel', 'spreadsheet', 'word']"
Spreadsheet/ Sheets/ Excel Expert,"['excel', 'spreadsheet']"
"Senior, Data Analyst Continuous Improvement","['power_bi', 'tableau', 'power_bi', 'scala', 'spark', 'sql', 'r', 'python']"
Workday Reporting Data Analyst,['excel']
Public Health Data Analyst / Healthcare Data Analyst PHDA-24-03926,"['excel', 'tableau', 'sql']"
"Freelance Data Analyst with Python, Excel, and Tableau Expertise","['excel', 'tableau', 'python']"
Experienced Data Scientist,"['aws', 'redshift', 'python']"
Data Analyst - Contract,"['power_bi', 'python']"
Data Analyst,"['r', 'python']"
"CareerFoundry – Freelance Data Analysis Mentors/Tutors (f/m/d) (Remote) – Seattle, WA","['pandas', 'power_bi', 'tableau', 'excel', 'sql', 'python']"
Healthcare Analyst,"['r', 'sas', 'cognos', 'spss']"
Business Analyst,"['power_bi', 'excel', 'dax', 'sql', 'microstrategy', 'alteryx']"
Senior Data Analyst,"['github', 'tableau', 'aws', 'azure', 'bitbucket', 'ssis', 'power_bi', 'ssrs', 'sql', 'qlik', 'r', 'python']"
Analytics and Insights Analyst,"['power_bi', 'vue', 'powerpoint', 'excel', 'outlook', 'sql', 'word', 'r', 'python']"
Principal Data Analyst (IROCC),"['matlab', 'power_bi', 'tableau', 'bigquery', 'sas', 'scala', 'spark', 'sql', 'nosql', 'r', 'python', 'vba', 'tensorflow']"
Senior Data Analyst,"['power_bi', 'tableau', 'gcp', 'scala', 'spark', 'sql', 'r', 'python']"
Data Insights Expert,['spreadsheet']
Senior Data Analyst with Geospatial Focus,"['r', 'python', 'visual_basic']"
Senior Principal Data Analyst (remote) ($120000.00 - $150000.00 ...,"['r', 'aws', 'python', 'spark', 'azure']"
Python Data Analyst (100% Remote),"['pandas', 'tableau', 'sharepoint', 'powerpoint', 'jira', 'excel', 'javascript', 'word', 'r', 'python', 'numpy']"
Financial Data Analyst II,['sql']
IAM Data Analyst - Remote,"['excel', 'sql']"
Data Scientist,['python']
Senior Healthcare Business/Data Analyst,['sql']
Social Listening & Data Analyst,"['powerpoint', 'excel']"
"Sr. Data Analyst, Marketing Operations","['tableau', 'jira', 'sql', 'microstrategy']"
Fiserv Data Analyst - Loans/Deposits,"['excel', 'power_bi', 'tableau', 'python', 'vba', 'pl/sql', 'sql', 'alteryx', 'cobol']"
Principal Data Analyst,"['power_bi', 'tableau', 'crystal', 'spark', 'sql', 'r', 'python', 'scala']"
Data Analyst #000066A - Full-time / Part-time,"['powershell', 'sql', 'azure']"
Senior Marketing Data Analyst,"['powerpoint', 'qlik', 'tableau', 'power_bi', 'looker', 'sql']"
Data Analyst,['python']
"Senior Analyst, Data Insights and Analytics","['pandas', 'tableau', 'looker', 'sas', 'snowflake', 'sql', 'r', 'python', 'numpy']"
Data Analyst II,"['power_bi', 'python']"
Video Tutorial Creator for R Data Analysis,"['ggplot2', 'dplyr', 'r']"
Technical Project Manager - Data & Analytics,['excel']
Marketing Data & BI Analyst II,"['power_bi', 'tableau', 'excel', 'snowflake', 'sql', 'r', 'python']"
Operations Data Scientist EMEA,"['r', 'python', 'sql']"
Data Scientist,['python']
Data Analyst-Intelligence,"['html', 'python', 'linux']"
Revenue Operations Analyst - Data and Insights,"['tableau', 'power_bi', 'sql']"
"Statistical Healthcare Data Analyst, Policy Reporter ( Remote, Canada)",['r']
Data Analyst,"['t-sql', 'excel', 'power_bi', 'r', 'python', 'ssis', 'ssrs', 'sql', 'dax']"
Senior Marketing Data Analyst,"['looker', 'snowflake', 'sql']"
"$50/hr. -Data Analyst | Remote | Short Term Contract in Nashville, TN",['sql']
Data Analyst to analyze a list of youtube videos,"['r', 'python']"
Remote - Data Analyst (SQL and Python) (Remote),"['jira', 'tableau', 'python', 'sql']"
"Manager II, Data Analytics","['aws', 'azure', 'power_bi', 'sql']"
"Sr. BI Developer, Data and Analytics-Hybrid","['t-sql', 'snowflake', 'power_bi', 'go', 'sql']"
Budget Data Analyst,"['excel', 'power_bi', 'sql']"
Master Data Analyst,['sap']
Clinical Analyst,"['power_bi', 'tableau']"
Marketing Data Analyst,"['excel', 'sql']"
Business Systems or Data Analyst,"['power_bi', 'python', 'sql']"
Downstream Data Scientist,"['java', 'c++', 'spark', 'r', 'python']"
Research Data Analyst - AMIkids Home Office,"['excel', 'sql']"
Data Analyst,"['r', 'python', 'sql']"
"Sr. Data Analyst, Marketing Operations","['tableau', 'jira', 'sql', 'microstrategy']"
Data Analyst Product - MP,"['powerpoint', 'excel', 'power_bi', 'spreadsheet', 'python', 'sas', 'c', 'spss']"
"Trends Data Analyst | 100% Remote in London, UK","['swift', 'r', 'python', 'sql']"
Data Analyst,['excel']
Senior Application Data Analyst-IN PERSON,['sql']
Clinical Data Analyst,"['excel', 'tableau', 'r', 'sas', 'sql']"
Data Analyst,"['excel', 'sql']"
Data Analyst,"['excel', 'power_bi', 'tableau', 'vba']"
Remote- Data Analyst Sr Revenue Management,"['excel', 'sap']"
Senior Data Engineer,"['redshift', 'airflow', 'docker', 'aws', 'python', 'postgresql', 'spark', 'mongodb', 'snowflake', 'aurora', 'sql', 'linux', 'nosql', 'scala']"
Sr Data Analyst - Remote,"['power_bi', 'tableau', 'powerpoint', 'excel', 'sql', 'word']"
"Operations Business Analyst (ERP, SAP, Tableau)","['excel', 'tableau', 'sap']"
"Data Analyst, Business Analysis and Reporting – VIRTUAL/REMOTE","['excel', 'power_bi', 'tableau', 'r', 'python', 'microstrategy', 'sql']"
